peak_position,peak_height,peak_width_fwhm,total_area,entrance_area,tail_area,entrance_to_peak_ratio,pre_peak_slope,post_peak_slope,signal_mean,signal_std,label
15.050167224080267,1.0,2.207357859531772,5.20729736834673,3.233148680999948,1.8751190500761936,0.6208880445415307,0.02618724402810515,-0.04110786339352246,0.17343403127210377,0.19477711244518864,normal
14.648829431438127,1.0,2.1070234113712374,5.04982872312263,3.1203310615924007,1.8307775818632557,0.6179082959164194,0.02632418894458528,-0.03290119411571193,0.16818248785572992,0.2010802256963647,normal
14.247491638795987,1.0,2.006688963210703,4.791000820322773,2.7795300643709524,1.912499237654071,0.5801564574984851,0.04590250286116433,-0.01914549268854333,0.1595418743248673,0.1988687073316847,normal
15.351170568561873,1.0,1.8060200668896336,5.293207414654915,3.2406501665276197,1.9536475777105495,0.6122280711961601,0.05003480603908452,-0.025999939367829537,0.1763344026278466,0.18686958960697173,normal
15.351170568561873,1.0,1.5050167224080262,4.646016842659183,2.93300239391956,1.613338818903635,0.6312939648340878,0.06356054773453598,-0.04398253872862885,0.15486708166835858,0.17575602144437755,normal
14.347826086956522,1.0,2.2073578595317738,5.263824842952989,3.175514461211161,1.9886864782478855,0.603271300879084,0.02510785522499026,-0.027475126852943045,0.1753563951464096,0.19976314291705166,normal
14.749163879598662,1.0,1.505016722408028,4.986894871563313,3.171793705552171,1.715585138425487,0.6360257808927579,0.040355421917293556,-0.06240279362024315,0.1661552627911863,0.17181875032138963,normal
15.85284280936455,1.0,1.505016722408028,5.163595298171156,3.413239133147025,1.6503328804934858,0.6610198776993439,0.03492988944480786,-0.05216627030902525,0.1720584504280052,0.1770499750745462,normal
15.150501672240804,1.0,1.7056856187290972,4.7804562774128705,2.9858719640600278,1.6946423075809494,0.6245997850756096,0.039673171962121834,-0.03767091950935349,0.15920398919092496,0.18241409824537544,normal
15.85284280936455,1.0,2.4080267558528448,5.748048528039751,3.6471815539656713,2.002832664956429,0.6345077873890109,0.02054765306571611,-0.025309693580092475,0.1914589516559785,0.20549373166089863,normal
15.050167224080267,1.0,2.107023411371239,5.37657795274903,3.1453671087767017,2.133043760709901,0.5850128345267404,0.052498080168577065,-0.009606896455452985,0.17902521086982967,0.20084670835297996,normal
14.046822742474916,1.0,1.6053511705685626,4.633385785049921,2.8401012416830187,1.6950336039548484,0.6129645518044111,0.04745735073627588,-0.036056202171760754,0.15436916700328632,0.1796314856573965,normal
14.949832775919733,1.0,2.3076923076923066,5.488666575771454,3.29676781779571,2.093643529970696,0.6006500434455132,0.027707810226048867,-0.029278326148670496,0.18269351891861899,0.20192571014362376,normal
14.749163879598662,1.0,1.7056856187290972,4.748473365733412,2.9522150218055785,1.697639034253334,0.6217187701815999,0.032073441466944866,-0.042739138619577566,0.15816159720212966,0.18259191985173986,normal
